"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"4023","red light","15","14","11.5","5000","648","574","17899","12960"
"4024","red light","15","14","11.5","5000","642","562","17196","13147"
"4022","red light","15","14","11.5","5000","670","570","18425","13214"
"4018","red light","15","14","11","5000","676","512","16863","9824"
"4025","red light","15","14","11.5","5000","638","557","15508","12258"
"4026","red light","15","14","11.5","5000","646","541","16869","11957"
"4029","red light","15","14","11.5","5000","661","540","17028","12176"
"4027","red light","15","14","11.5","5000","641","509","16871","11319"
"4028","red light","15","14","11.5","5000","636","548","15726","13442"
"4008","red light","15","14","10.5","5000","671","485","18691","9487"
"4032","red light","15","14","12","5000","702","612","18234","13863"
"4031","red light","15","14","12","5000","652","566","16013","12625"
"4035","red light","15","14","12","5000","646","562","20239","13563"
